,Unnamed: 0,SYMBOL,MARKET_CAP,INDUSTRY,SECTOR,MACRO,FNO,P/E,Mar Cap Rs.Cr.,Qtr Sales Var %,Qtr Profit Var %,QoQ Sales %,QoQ Profits %,Prom. Hold. %,DII Hold %,FII Hold %,Exp Qtr Sales Var %,RSI Rs.,MACD Signal Rs.,Change in Prom Hold %,ROCE
141,141,TATACOMM,55034.0,Telecom - Services,Telecommunication,Telecommunication,True,59.66,54795.53,24.4,-102.15,15.61,-79.64,58.87,12.12,19.2,13.59,53.85,38.7,0.01,23.89
142,142,PGHH,53888.0,Personal Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,False,71.44,53996.32,-0.35,10.33,-0.43,8.64,70.64,15.29,1.48,2.49,59.6,-157.19,0.0,100.63
143,143,SAIL,53573.0,Ferrous Metals,Metals & Mining,Commodities,True,15.9,53696.83,-6.76,14.45,-21.42,-67.61,65.0,15.46,4.34,1.07,52.77,0.42,0.0,5.89
144,144,CONCOR,52908.0,Transport Services,Services,Services,True,43.27,52892.84,10.28,12.66,0.72,-10.29,54.8,22.76,19.55,6.15,39.51,-13.71,0.0,13.7
145,145,BHARATFORG,52693.0,Industrial Products,Capital Goods,Industrials,True,63.3,52562.63,15.3,223.19,2.44,18.42,45.25,27.74,16.6,19.14,45.03,-16.26,0.0,7.7
146,146,OBEROIRLTY,52613.0,Realty,Realty,Consumer Discretionary,True,32.5,52607.79,-35.34,-48.74,-13.45,-21.15,67.7,12.05,17.41,17.39,65.18,-0.36,0.0,16.03
147,147,POLICYBZR,52554.0,Financial Technology (Fintech),Financial Services,Financial Services,False,,51983.15,42.75,142.65,7.3,276.45,0.0,18.97,46.0,45.06,61.0,40.14,0.0,-8.27
148,148,ASTRAL,52247.0,Industrial Products,Capital Goods,Industrials,True,92.26,52084.09,8.08,22.21,0.53,-13.97,54.1,13.66,19.79,9.65,42.22,15.71,-1.75,23.56
149,149,RVNL,52063.0,Construction,Construction,Industrials,False,35.8,52094.23,-6.44,-6.24,-4.58,-9.09,72.84,6.08,2.59,0.88,51.43,-3.49,0.0,17.8
150,150,CENTRALBK,51391.0,Banks,Financial Services,Financial Services,False,21.06,51434.57,16.24,55.12,6.3,18.45,93.08,2.79,0.07,22.24,47.07,-0.6,0.0,4.29
151,151,SUZLON,51006.0,Electrical Equipment,Capital Goods,Industrials,False,101.77,50390.16,7.03,159.38,9.78,98.49,13.29,6.16,17.83,-7.8,37.62,-1.58,0.0,20.78
152,152,JSWINFRA,50295.0,Transport Infrastructure,Services,Services,False,67.71,50200.54,17.85,118.17,10.82,-0.9,85.61,4.08,2.43,,50.3,3.11,0.0,16.71
153,153,PATANJALI,49988.0,Agricultural Food & other Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,False,60.76,49977.01,-0.2,-19.56,1.14,-14.93,73.82,2.02,10.93,4.39,36.08,-49.43,0.0,13.52
154,154,SUPREMEIND,49769.0,Industrial Products,Capital Goods,Industrials,False,46.47,49925.37,5.99,21.97,6.08,5.34,48.85,11.95,24.65,6.26,48.2,-50.65,0.0,26.79
155,155,ASHOKLEY,48919.0,Agricultural Commercial & Construction Vehicles,Capital Goods,Industrials,True,20.75,48933.89,6.66,74.3,-2.94,6.95,51.47,14.66,20.48,19.09,46.59,-2.41,0.0,11.43
156,156,SJVN,48179.0,Power,Power,Utilities,False,54.05,48297.18,-1.57,-47.74,-38.14,-68.39,81.85,5.97,1.68,1.99,52.93,-0.21,0.0,9.27
157,157,TATAELXSI,47735.0,IT - Software,Information Technology,Information Technology,False,59.89,47734.89,11.8,6.04,3.69,3.1,43.92,5.71,15.02,16.72,48.59,-52.43,0.0,47.74
158,158,GMRINFRA,47382.0,Transport Infrastructure,Services,Services,True,,47472.71,26.41,-78.1,7.91,-155.53,59.07,5.22,27.38,35.58,44.02,-1.73,0.0,4.49
159,159,NYKAA,46597.0,Retailing,Consumer Services,Consumer Discretionary,False,1691.77,46709.64,22.28,97.68,18.7,123.85,52.24,15.25,10.65,25.16,61.02,-1.16,-0.02,5.52
160,160,THERMAX,46396.0,Electrical Equipment,Capital Goods,Industrials,False,85.16,46457.25,13.42,11.22,0.95,49.47,61.98,15.86,12.01,14.2,66.7,81.24,0.0,15.06
161,161,ACC,45914.0,Cement & Cement Products,Construction Materials,Commodities,True,27.4,45881.12,8.32,212.8,10.82,38.62,56.69,24.14,6.24,11.13,41.65,-12.32,0.0,10.03
162,162,SCHAEFFLER,45893.0,Auto Components,Automobile and Auto Components,Consumer Discretionary,False,50.44,46023.62,3.37,-4.4,0.37,-7.5,74.13,15.68,4.36,5.25,52.73,-39.02,0.0,26.77
163,163,ABCAPITAL,45577.0,Finance,Financial Services,Financial Services,True,16.87,45513.38,26.84,2.79,13.98,4.9,68.98,8.37,9.77,21.89,45.97,-1.31,-0.01,11.38
164,164,PHOENIXLTD,45575.0,Realty,Realty,Consumer Discretionary,False,45.96,45526.31,44.2,58.39,12.69,12.97,47.29,17.7,30.8,41.58,41.71,4.88,0.0,9.94
165,165,UBL,45430.0,Beverages,Fast Moving Consumer Goods,Fast Moving Consumer Goods,True,135.16,45755.74,13.11,172.56,-3.47,-19.94,70.84,16.06,6.71,4.88,51.54,-11.42,-0.16,11.44
166,166,MPHASIS,45118.0,IT - Software,Information Technology,Information Technology,True,28.81,45144.12,-4.8,-9.38,1.88,-4.68,55.52,23.71,15.72,-3.42,38.18,-47.26,-0.05,28.9
167,167,SUNDARMFIN,44607.0,Finance,Financial Services,Financial Services,False,27.95,44758.3,29.21,28.43,6.63,16.33,37.88,16.84,8.31,25.49,53.88,32.88,-0.61,8.0
168,168,BALKRISIND,44127.0,Auto Components,Automobile and Auto Components,Consumer Discretionary,True,35.35,43999.96,5.03,181.8,0.94,-12.09,58.29,21.32,12.69,-7.37,46.23,-29.7,0.0,13.79
169,169,PRESTIGE,44095.0,Realty,Realty,Consumer Discretionary,False,26.05,44114.83,-22.49,-9.0,-19.7,-81.91,65.48,13.17,18.07,10.7,45.91,-32.64,0.0,10.31
170,170,AWL,43604.0,Agricultural Food & other Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,False,315.95,43630.21,-16.9,-18.39,4.57,253.67,87.87,0.12,0.65,-12.23,39.9,-4.61,-0.07,15.01
171,171,DIXON,42820.0,Consumer Durables,Consumer Durables,Consumer Discretionary,True,121.92,42863.07,100.37,85.85,-2.53,-14.37,33.63,26.39,17.41,42.28,61.52,137.21,-0.17,24.18
172,172,FACT,42535.0,Fertilizers & Agrochemicals,Chemicals,Commodities,False,97.5,42512.63,-36.27,-81.71,-34.02,-71.19,90.0,8.59,0.11,-19.38,41.49,-36.05,0.0,30.34
173,173,MAHABANK,42347.0,Banks,Financial Services,Financial Services,False,11.51,42382.02,25.2,33.67,2.04,12.89,86.46,4.71,0.45,31.83,52.25,0.41,0.0,4.44
174,174,APLAPOLLO,42071.0,Industrial Products,Capital Goods,Industrials,False,55.19,42151.82,-3.45,-2.17,-9.78,-18.42,29.57,13.75,29.25,13.03,51.3,15.84,-0.1,26.9
175,175,TATATECH,41987.0,IT - Services,Information Technology,Information Technology,False,67.09,41864.99,14.73,14.72,1.6,6.14,55.39,2.5,2.02,,37.65,-19.87,,28.14
176,176,SONACOMS,40523.0,Auto Components,Automobile and Auto Components,Consumer Discretionary,False,81.5,40549.52,15.78,23.91,-0.72,7.68,29.71,27.9,32.88,24.11,58.34,10.14,-0.05,22.05
177,177,PSB,40124.0,Banks,Financial Services,Financial Services,False,44.13,40293.94,18.2,-69.37,3.54,-39.55,98.25,0.65,0.01,21.46,48.44,-0.31,0.0,5.26
178,178,KALYANKJIL,39657.0,Consumer Durables,Consumer Durables,Consumer Discretionary,False,72.08,39677.64,34.47,21.51,18.32,33.74,60.55,5.48,26.21,28.68,52.35,3.52,0.0,12.69
179,179,PETRONET,39165.0,Gas,Oil Gas & Consumable Fuels,Energy,True,11.4,38902.5,-6.52,0.86,17.68,45.54,50.0,10.95,26.82,-4.6,38.66,0.16,0.0,26.55
180,180,MRPL,38662.0,Petroleum Products,Oil Gas & Consumable Fuels,Energy,False,8.89,38811.33,-7.08,303.22,28.33,-63.46,88.58,1.57,2.55,-13.97,51.9,2.84,0.0,20.09
181,181,L&TFH,38603.0,Finance,Financial Services,Financial Services,True,,,,,,,,,,,,,,
182,182,PAGEIND,38453.0,Textiles & Apparels,Textiles,Consumer Discretionary,True,71.22,38411.58,2.4,23.13,9.21,1.38,45.11,23.92,21.78,-6.34,43.53,-521.62,0.0,53.8
183,183,NIACL,38398.0,Insurance,Financial Services,Financial Services,False,41.17,38291.28,7.65,-1.92,7.57,511.58,85.44,11.71,0.77,8.21,43.13,-5.59,0.0,4.87
184,184,MAZDOCK,38354.0,Industrial Manufacturing,Capital Goods,Industrials,False,25.37,38289.84,30.1,75.4,29.26,89.03,84.83,0.43,3.32,21.38,38.29,-65.56,0.0,38.25
185,185,KPITTECH,38188.0,IT - Software,Information Technology,Information Technology,False,70.35,37988.11,37.06,50.39,4.82,10.86,39.47,11.6,26.48,53.1,34.36,-43.54,0.0,30.18
186,186,AUBANK,37756.0,Banks,Financial Services,Financial Services,True,23.77,37756.34,29.17,-4.48,8.09,-6.61,25.46,20.81,41.13,31.74,37.36,-16.79,-0.03,7.39
187,187,IREDA,37266.0,Finance,Financial Services,Financial Services,False,43.1,37265.86,44.23,67.14,6.48,17.84,75.0,4.37,1.88,,46.29,-6.71,,8.17
188,188,UNOMINDA,37261.0,Auto Components,Automobile and Auto Components,Consumer Discretionary,False,48.16,37266.61,20.83,19.43,-2.72,-13.71,68.73,16.91,7.94,22.01,52.04,-7.09,0.0,18.1
189,189,ABBOTINDIA,36990.0,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,True,50.21,57517.59,8.69,25.99,-3.81,-0.63,74.99,8.73,0.18,9.42,41.01,108.71,0.0,41.13
190,190,DALBHARAT,36853.0,Cement & Cement Products,Construction Materials,Commodities,True,30.31,36745.27,7.3,31.33,14.32,116.26,55.84,11.03,12.96,9.95,46.18,-61.95,-0.01,8.48
191,191,CRISIL,36632.0,Finance,Financial Services,Financial Services,False,55.59,36602.73,11.61,32.97,24.71,38.25,66.65,12.92,7.19,13.56,56.96,124.53,-0.01,42.38
192,192,FEDERALBNK,36541.0,Banks,Financial Services,Financial Services,True,9.43,36428.68,29.54,22.79,5.08,6.02,0.0,44.39,29.38,34.99,47.5,-0.34,0.0,5.91
193,193,HUDCO,36535.0,Finance,Financial Services,Financial Services,False,17.84,36664.8,17.73,104.2,7.93,14.96,75.17,11.8,1.2,9.57,48.96,0.79,-6.64,8.81
194,194,GUJGASLTD,36416.0,Gas,Oil Gas & Consumable Fuels,Energy,True,32.98,36405.51,6.64,-40.52,2.18,-25.39,60.89,13.98,3.34,-9.72,41.83,-4.83,0.0,31.22
195,195,IRB,36113.0,Construction,Construction,Industrials,False,65.57,35871.66,30.01,32.58,12.81,95.74,34.39,7.85,47.16,15.46,50.49,-1.06,0.0,8.67
196,196,POONAWALLA,35983.0,Finance,Financial Services,Financial Services,False,36.72,35847.11,52.99,79.18,3.24,-69.18,62.07,5.58,7.79,59.13,49.15,-2.12,-0.03,7.18
197,197,AIAENG,35530.0,Industrial Products,Capital Goods,Industrials,False,31.34,35808.26,-4.7,-20.67,-9.7,-13.64,58.47,20.46,18.29,6.14,55.91,-50.76,0.0,25.07
198,198,VOLTAS,35362.0,Consumer Durables,Consumer Durables,Consumer Discretionary,True,125.59,35237.57,30.92,-782.67,14.52,-177.42,30.3,37.0,17.18,22.54,49.07,0.85,0.0,9.67
199,199,UPL,35249.0,Fertilizers & Agrochemicals,Chemicals,Commodities,True,,35278.56,-27.72,-209.6,-2.78,-448.46,32.35,16.82,34.39,-11.93,46.06,-10.79,0.0,14.31
200,200,3MINDIA,34694.0,Diversified,Diversified,Diversified,False,69.5,34630.91,1.02,10.46,-3.45,-6.9,75.0,8.52,3.56,8.19,49.64,-557.96,0.0,25.29
201,201,MEDANTA,34391.0,Healthcare Services,Healthcare,Healthcare,False,76.1,34378.59,19.92,53.26,-1.34,-1.29,33.05,11.15,11.36,25.74,54.41,-14.74,-0.01,17.09
202,202,FLUOROCHEM,34371.0,Chemicals & Petrochemicals,Chemicals,Commodities,False,51.51,34301.21,-30.06,-75.69,4.75,51.86,63.81,8.59,4.58,-4.32,35.75,-80.19,0.0,29.62
203,203,COFORGE,34322.0,IT - Software,Information Technology,Information Technology,True,46.57,34246.97,13.01,4.29,2.07,29.22,0.0,55.02,34.04,18.66,27.22,-142.27,0.0,30.78
204,204,DELHIVERY,34224.0,Transport Services,Services,Services,False,,34227.36,20.32,107.96,13.02,111.38,0.0,17.02,62.71,7.78,55.25,1.98,0.0,-11.4
205,205,M&MFIN,33773.0,Finance,Financial Services,Financial Services,True,,,,,,,,,,,,,,
206,206,GLAXO,33322.0,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,False,51.85,33255.25,0.37,3.02,-15.85,-78.98,75.0,8.64,2.93,1.21,38.02,-57.47,0.0,36.41
207,207,HONAUT,33103.0,Industrial Manufacturing,Capital Goods,Industrials,False,71.06,33058.77,5.26,20.55,-3.01,4.92,75.0,11.91,2.91,22.53,47.2,-91.27,0.0,19.54
208,208,TATAMTRDVR,33048.0,Automobiles,Automobile and Auto Components,Consumer Discretionary,False,,33009.47,-26.91,372.94,-12.39,255.74,7.67,22.04,28.68,,55.46,13.51,0.0,
209,209,LICHSGFIN,32729.0,Finance,Financial Services,Financial Services,True,6.73,32756.25,15.52,152.58,0.57,-2.12,45.24,21.76,21.91,24.18,42.53,-6.44,0.0,7.57
210,210,MFSL,32586.0,Insurance,Financial Services,Financial Services,True,75.77,32580.56,38.9,-33.96,21.56,0.52,6.53,36.89,50.89,56.06,45.66,4.48,0.0,11.89
211,211,JKCEMENT,31680.0,Cement & Cement Products,Construction Materials,Commodities,True,45.81,31707.8,20.47,663.75,6.61,61.51,45.7,24.01,15.25,20.92,41.79,-28.64,-0.1,10.42
212,212,STARHEALTH,31640.0,Insurance,Financial Services,Financial Services,False,39.38,31684.32,16.46,37.57,3.37,131.09,57.94,6.11,31.01,14.46,42.05,-3.49,-0.08,14.69
213,213,COROMANDEL,31265.0,Fertilizers & Agrochemicals,Chemicals,Commodities,True,18.21,31371.43,-34.24,-56.7,-21.81,-69.77,57.33,20.22,7.71,-10.36,43.44,-8.39,0.0,38.28
214,214,BDL,30901.0,Aerospace & Defense,Capital Goods,Industrials,False,64.83,30902.14,30.35,61.25,-2.3,-8.2,74.93,13.32,3.09,-9.99,47.02,-12.61,0.0,15.56
215,215,KEI,30881.0,Industrial Products,Capital Goods,Industrials,False,56.12,30889.19,15.55,17.15,5.91,7.46,37.08,16.05,30.95,14.91,58.34,17.98,0.0,25.82
216,216,METROBRAND,30671.0,Consumer Durables,Consumer Durables,Consumer Discretionary,False,93.64,30508.87,6.14,-12.63,14.36,46.07,74.17,5.98,2.69,17.58,51.35,-13.79,-0.03,24.32
217,217,FORTIS,30504.0,Healthcare Services,Healthcare,Healthcare,False,57.08,30553.16,7.68,5.76,-5.1,-27.01,31.17,29.42,23.72,12.04,48.41,-7.29,0.0,9.83
218,218,ESCORTS,30398.0,Agricultural Commercial & Construction Vehicles,Capital Goods,Industrials,True,29.99,30394.2,2.19,57.08,13.71,27.19,67.64,10.54,5.01,11.08,41.31,-40.4,0.0,11.31
219,219,IPCALAB,30308.0,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,True,59.14,30344.29,32.79,27.29,0.93,61.92,46.29,34.19,10.27,20.65,54.61,0.56,0.0,11.17
220,220,POWERINDIA,30303.0,Electrical Equipment,Capital Goods,Industrials,False,301.44,30424.74,23.24,401.53,3.77,-7.15,75.0,8.49,4.06,15.22,71.81,189.89,0.0,12.91
221,221,BIOCON,30267.0,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,True,25.26,30279.13,34.43,235.59,14.19,336.19,60.64,14.51,6.55,49.67,41.38,-4.36,0.0,5.92
222,222,TATAINVEST,30163.0,Finance,Financial Services,Financial Services,False,87.82,30162.64,34.23,54.18,-59.19,-56.89,73.38,0.45,1.2,27.57,36.23,454.56,0.0,1.42
223,223,JUBLFOOD,30039.0,Leisure Services,Consumer Services,Consumer Discretionary,True,135.48,29854.7,3.48,-18.23,0.69,-32.4,41.94,21.94,27.75,5.69,43.42,-13.31,0.0,16.19
224,224,BSE,29743.0,Capital Markets,Financial Services,Financial Services,False,73.15,29753.02,78.5,123.12,17.7,-10.25,0.0,11.27,12.03,50.24,49.74,-55.61,0.0,13.23
225,225,NLCINDIA,29729.0,Power,Power,Utilities,False,11.53,29687.89,-13.99,163.69,6.28,-76.6,79.2,8.85,1.21,14.11,45.19,-7.31,0.0,13.47
226,226,APOLLOTYRE,29723.0,Auto Components,Automobile and Auto Components,Consumer Discretionary,True,16.48,29744.95,2.69,73.58,5.03,4.72,37.34,22.02,17.96,6.25,37.78,-8.78,0.0,10.21
227,227,GLAND,29538.0,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,False,42.62,29554.4,64.68,-17.28,12.5,-1.14,57.86,24.17,4.05,34.65,49.01,-43.66,0.0,14.75
228,228,DEEPAKNTR,29434.0,Chemicals & Petrochemicals,Chemicals,Commodities,True,37.27,29476.58,0.91,-3.35,13.0,-1.48,49.13,18.87,6.48,-4.04,46.76,-39.73,0.0,29.7
229,229,BANDHANBNK,29295.0,Banks,Financial Services,Financial Services,True,9.81,29278.44,22.53,152.17,3.86,1.6,39.98,14.79,34.75,15.96,34.12,-7.73,0.0,6.67
230,230,LLOYDSME,29254.0,Ferrous Metals,Metals & Mining,Commodities,False,23.69,29261.76,91.13,44.14,75.07,43.38,65.69,0.0,0.32,110.62,50.76,0.39,-0.06,81.99
231,231,ZFCVINDIA,29127.0,Auto Components,Automobile and Auto Components,Consumer Discretionary,False,71.92,29121.42,1.23,16.62,-9.58,-4.51,75.0,15.78,2.01,17.94,56.03,-65.84,0.0,18.87
232,232,IGL,28840.0,Gas,Oil Gas & Consumable Fuels,Energy,True,17.05,28892.53,-4.17,40.9,2.82,-26.69,45.0,22.74,17.91,13.82,43.73,-4.96,0.0,26.67
233,233,MSUMI,28273.0,Auto Components,Automobile and Auto Components,Consumer Discretionary,False,48.3,28272.99,25.52,58.12,0.6,7.69,61.73,17.12,11.01,16.19,43.51,-1.17,-0.01,43.82
234,234,NAM-INDIA,28221.0,Capital Markets,Financial Services,Financial Services,False,29.37,28264.89,19.65,38.56,6.5,16.31,73.1,14.18,5.54,14.15,38.86,-9.48,-0.37,26.64
235,235,SYNGENE,27994.0,Healthcare Services,Healthcare,Healthcare,True,55.19,28078.74,8.6,4.37,-6.22,-4.29,54.79,14.63,21.2,21.22,49.15,-12.66,0.0,14.53
236,236,NATIONALUM,27246.0,Non - Ferrous Metals,Metals & Mining,Commodities,True,17.45,27319.9,1.51,78.37,9.97,136.82,51.28,18.8,11.56,-10.79,49.73,-1.25,0.0,15.13
237,237,KPRMILL,27096.0,Textiles & Apparels,Textiles,Consumer Discretionary,False,33.87,27140.03,-13.28,7.15,-17.84,-7.32,73.76,15.12,4.32,14.16,56.0,5.81,0.0,24.44
238,238,AJANTPHARM,26946.0,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,False,36.84,27101.04,13.73,56.14,7.46,7.54,66.21,16.67,9.11,8.37,54.49,-9.09,0.0,22.61
239,239,GLENMARK,26878.0,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,True,216.74,26836.09,-19.14,-338.6,-21.85,-437.29,46.65,10.92,23.71,3.3,58.13,14.51,0.0,14.2
240,240,TATACHEM,26648.0,Chemicals & Petrochemicals,Chemicals,Commodities,True,15.38,26658.09,-10.08,-60.25,-6.7,-60.81,37.98,20.44,14.07,4.92,48.08,27.41,0.0,11.63
241,241,EIHOTEL,26453.0,Leisure Services,Consumer Services,Consumer Discretionary,False,48.15,26374.73,26.41,61.63,39.71,144.25,32.85,14.16,3.71,50.26,58.82,12.93,0.0,15.61
242,242,EXIDEIND,26120.0,Auto Components,Automobile and Auto Components,Consumer Discretionary,True,29.94,26112.0,12.47,1.05,-8.96,-25.02,45.99,19.24,12.94,9.2,42.46,-5.21,0.0,10.24
243,243,HINDCOPPER,26003.0,Non - Ferrous Metals,Metals & Mining,Commodities,True,85.74,25998.44,-28.32,-21.45,4.69,3.6,66.14,13.7,2.05,13.43,51.36,0.04,0.0,18.04
244,244,APARINDS,25660.0,Electrical Equipment,Capital Goods,Industrials,False,30.64,25482.98,1.88,28.06,2.23,25.13,57.77,18.62,10.98,20.27,59.63,8.28,-2.87,51.14
245,245,PAYTM,25639.0,Financial Technology (Fintech),Financial Services,Financial Services,False,,25565.87,35.83,37.04,7.96,21.66,0.0,6.07,63.72,47.57,45.89,-30.12,0.0,-13.51
246,246,GODREJIND,25487.0,Diversified,Diversified,Diversified,False,37.88,25447.09,-6.57,-66.17,-8.83,0.05,67.16,2.9,10.17,3.94,38.98,-14.55,0.0,7.81
247,247,BLUESTARCO,25453.0,Consumer Durables,Consumer Durables,Consumer Discretionary,False,71.23,25522.96,24.92,71.87,18.56,41.95,36.49,24.82,15.38,18.23,47.77,25.37,0.0,24.42
248,248,BAYERCROP,25429.0,Fertilizers & Agrochemicals,Chemicals,Commodities,False,28.52,22826.09,-8.0,53.3,-40.95,-58.23,71.43,12.7,3.53,3.83,32.66,-182.08,0.0,33.66
249,249,JBCHEPHARM,25173.0,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,False,49.04,25214.5,6.53,25.89,-4.22,-11.3,53.83,18.53,10.35,12.68,54.41,-17.93,-0.03,22.39
250,250,NH,25136.0,Healthcare Services,Healthcare,Healthcare,False,32.64,25187.47,6.69,22.27,-7.78,-17.02,63.85,10.23,11.51,17.55,45.1,-23.61,0.0,31.59
251,251,ENDURANCE,25122.0,Auto Components,Automobile and Auto Components,Consumer Discretionary,False,41.41,25128.01,22.23,40.7,0.63,-1.48,75.0,15.4,7.82,13.53,45.63,-30.94,0.0,13.77
252,252,ITI,25031.0,Telecom - Equipment & Accessories,Telecommunication,Telecommunication,False,,25079.15,0.97,-16.35,5.02,19.17,90.28,0.02,0.1,-13.49,41.83,-15.19,0.0,-3.6
253,253,KIOCL,24988.0,Ferrous Metals,Metals & Mining,Commodities,False,599.68,25072.77,90.86,215.2,27.42,282.47,99.03,0.1,0.0,53.96,46.12,-9.33,0.0,-4.54
254,254,MOTILALOFS,24943.0,Capital Markets,Financial Services,Financial Services,False,13.23,24901.59,65.9,191.4,8.36,24.25,69.39,6.76,6.48,51.06,56.07,-35.52,-0.13,12.94
255,255,ISEC,24284.0,Capital Markets,Financial Services,Financial Services,False,17.07,24290.28,50.49,65.76,5.9,9.93,74.77,6.35,10.33,31.77,44.11,-12.2,-0.02,18.07
256,256,HATSUN,24208.0,Food Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,False,100.46,24122.52,11.35,23.6,-0.94,-26.0,73.11,9.7,2.9,9.19,39.88,-1.41,0.0,10.95
257,257,360ONE,23928.0,Finance,Financial Services,Financial Services,False,33.31,23887.04,25.25,12.0,15.53,3.33,17.77,8.87,62.48,17.0,40.33,3.54,-3.07,13.37
258,258,COCHINSHIP,23834.0,Industrial Manufacturing,Capital Goods,Industrials,False,43.36,23741.72,61.91,109.46,7.05,29.85,72.86,2.2,4.11,23.82,57.88,5.67,0.0,8.66
259,259,AARTIIND,23744.0,Chemicals & Petrochemicals,Chemicals,Commodities,True,54.73,23754.89,3.86,-9.18,19.12,36.26,43.55,15.82,10.83,-6.39,51.2,-3.15,-0.02,10.44
260,260,CARBORUNIV,23435.0,Industrial Products,Capital Goods,Industrials,False,64.1,23757.17,-3.0,-67.89,0.44,7.8,41.28,29.84,10.63,10.79,74.23,-1.98,0.0,19.66
261,261,SUNTV,23139.0,Entertainment,Media Entertainment & Publication,Consumer Discretionary,True,12.22,23107.15,4.09,6.79,-11.95,-2.28,75.0,6.59,9.01,10.78,40.24,-12.44,0.0,25.49
262,262,GET&D,22660.0,Electrical Equipment,Capital Goods,Industrials,False,,,,,,,,,,,,,,
263,263,MANYAVAR,22626.0,Retailing,Consumer Services,Consumer Discretionary,False,55.64,22659.63,7.48,4.9,117.34,223.71,74.98,13.73,7.75,3.7,42.24,-29.6,-0.01,39.17
264,264,ANGELONE,22368.0,Capital Markets,Financial Services,Financial Services,False,21.23,22351.64,41.46,14.17,1.06,-14.52,38.24,9.32,19.11,31.79,42.88,-150.03,-0.02,43.95
265,265,RADICO,22197.0,Beverages,Fast Moving Consumer Goods,Fast Moving Consumer Goods,False,93.01,21973.44,46.55,29.45,25.5,19.34,40.26,23.99,19.01,25.99,55.32,-18.52,0.0,11.61
266,266,JBMA,22101.0,Auto Components,Automobile and Auto Components,Consumer Discretionary,False,146.28,22110.44,41.25,41.74,9.35,6.48,67.53,0.04,2.82,18.24,43.62,-35.34,0.0,11.75
267,267,CREDITACC,21971.0,Finance,Financial Services,Financial Services,False,16.36,22009.18,42.33,63.8,3.63,1.21,66.66,15.79,12.0,59.08,40.97,-46.29,-0.03,12.06
268,268,GRINDWELL,21934.0,Industrial Products,Capital Goods,Industrials,False,56.29,21930.31,9.28,15.48,-1.12,-9.99,58.03,15.45,8.42,9.53,41.14,-70.5,0.0,27.6
269,269,ASTERDM,21879.0,Healthcare Services,Healthcare,Healthcare,False,60.14,21911.14,16.24,28.57,11.88,1464.77,41.88,7.15,41.0,18.51,48.35,-2.95,0.0,9.21
270,270,TIMKEN,21787.0,Industrial Products,Capital Goods,Industrials,False,61.28,21769.05,0.45,-4.29,-10.23,-27.43,57.7,22.57,7.13,6.07,59.55,-70.25,0.0,27.99
271,271,CYIENT,21754.0,IT - Services,Information Technology,Information Technology,False,30.37,21756.47,12.56,12.05,2.41,-16.56,23.2,22.69,34.11,30.55,43.89,-33.67,0.0,19.79
272,272,KANSAINER,21745.0,Consumer Durables,Consumer Durables,Consumer Discretionary,False,33.53,21717.12,5.03,39.57,-1.93,-13.33,74.99,11.84,4.28,5.87,33.68,-11.8,0.0,14.46
273,273,GILLETTE,21744.0,Personal Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,False,55.62,21753.17,3.37,39.62,-4.21,12.15,75.0,11.22,0.64,8.05,55.83,-11.12,0.0,52.01
274,274,SUNDRMFAST,21687.0,Auto Components,Automobile and Auto Components,Consumer Discretionary,False,42.46,21843.89,-2.55,9.95,-3.84,-2.71,48.51,18.47,12.51,1.82,41.24,-33.03,0.0,19.32
275,275,BRIGADE,21594.0,Realty,Realty,Consumer Discretionary,False,86.31,21538.39,43.09,30.72,-14.11,-50.41,43.75,25.01,13.73,24.62,51.0,-26.03,-0.02,8.41
276,276,LAURUSLABS,21448.0,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,True,114.09,21440.06,-22.65,-88.58,-2.41,-37.12,27.18,11.13,25.39,-17.27,48.68,-0.52,-0.02,22.76
